企业ID,信用等级
986,正常
9180,异常
7011,异常
7930,异常
1084,正常
5840,正常
1016,正常
9347,异常
8963,异常
9651,异常
3663,正常
848,正常
7038,异常
4944,正常
1263,正常
4259,正常
3079,正常
5438,正常
1731,正常
4592,正常
166,正常
657,正常
2650,正常
7833,异常
5463,正常
6303,正常
1920,正常
2659,正常
4735,正常
6583,正常
9647,异常
8375,异常
7440,异常
5228,正常
6308,正常
9445,异常
6505,正常
9825,异常
8916,异常
6236,正常
4068,正常
3283,正常
1588,正常
5513,正常
1720,正常
4924,正常
6442,正常
5542,正常
6664,正常
6238,正常
732,正常
7078,异常
2765,正常
9007,异常
8264,异常
9847,异常
8858,异常
6800,正常
215,正常
1356,正常
7999,异常
9707,异常
4468,正常
5940,正常
9412,异常
1717,正常
4946,正常
2053,正常
4288,正常
3165,正常
747,正常
1491,正常
3018,正常
4441,正常
3182,正常
3711,正常
9788,异常
5118,正常
1687,正常
5543,正常
5974,正常
590,正常
8452,异常
7439,异常
1988,正常
471,正常
9200,异常
7907,异常
320,正常
436,正常
9930,异常
8661,异常
6958,正常
5312,正常
4170,正常
6860,正常
9028,异常
2342,正常
7266,异常
7976,异常
6534,正常
3048,正常
4245,正常
7332,异常
6819,正常
1602,正常
3673,正常
9420,异常
9150,异常
5884,正常
9051,异常
4183,正常
6568,正常
9272,异常
1324,正常
6225,正常
6866,正常
8428,异常
20,正常
271,正常
2512,正常
6010,正常
4699,正常
1029,正常
3716,正常
8423,异常
5129,正常
748,正常
1097,正常
3816,正常
2968,正常
7937,异常
9711,异常
9003,异常
3895,正常
4032,正常
3899,正常
5055,正常
4463,正常
6123,正常
5316,正常
3564,正常
4006,正常
926,正常
8039,异常
552,正常
2864,正常
4306,正常
8475,异常
1379,正常
8341,异常
2748,正常
3095,正常
487,正常
7785,异常
308,正常
7340,异常
7797,异常
6068,正常
9030,异常
4389,正常
3191,正常
9018,异常
8349,异常
5214,正常
3804,正常
3219,正常
1030,正常
9276,异常
4356,正常
7595,异常
4972,正常
1875,正常
5645,正常
2887,正常
6295,正常
6347,正常
9733,异常
2187,正常
9770,异常
1969,正常
9408,异常
5599,正常
499,正常
192,正常
493,正常
5876,正常
4438,正常
5631,正常
8662,异常
4440,正常
7116,异常
4723,正常
915,正常
1834,正常
9610,异常
2464,正常
9492,异常
3460,正常
9774,异常
5836,正常
8096,异常
3945,正常
4657,正常
6683,正常
6416,正常
2952,正常
4973,正常
2089,正常
7092,异常
6237,正常
1289,正常
2934,正常
2787,正常
1068,正常
9740,异常
7539,异常
2697,正常
2956,正常
5328,正常
5218,正常
9279,异常
9230,异常
9083,异常
6518,正常
2984,正常
5751,正常
6486,正常
4090,正常
3206,正常
454,正常
2523,正常
8731,异常
8277,异常
5762,正常
5703,正常
6968,正常
9517,异常
3074,正常
6350,正常
3344,正常
7707,异常
7175,异常
5701,正常
4877,正常
3579,正常
5674,正常
3546,正常
624,正常
8288,异常
7802,异常
3758,正常
4790,正常
7459,异常
1997,正常
6737,正常
2985,正常
8148,异常
5514,正常
551,正常
3993,正常
7245,异常
2548,正常
5854,正常
8424,异常
6884,正常
4621,正常
2522,正常
9597,异常
9735,异常
8701,异常
4821,正常
9888,异常
2335,正常
2837,正常
6604,正常
1426,正常
6952,正常
5649,正常
9823,异常
1132,正常
2954,正常
4281,正常
7753,异常
1230,正常
4274,正常
800,正常
2295,正常
7015,异常
9465,异常
2786,正常
5471,正常
6187,正常
6470,正常
8171,异常
8783,异常
3263,正常
6717,正常
8219,异常
2064,正常
7622,异常
3439,正常
5724,正常
5406,正常
7474,异常
1154,正常
9311,异常
9257,异常
8704,异常
9269,异常
6708,正常
2536,正常
760,正常
622,正常
6841,正常
9978,异常
8190,异常
4144,正常
7234,异常
9686,异常
9284,异常
5973,正常
5767,正常
8763,异常
5773,正常
6009,正常
4566,正常
2132,正常
2897,正常
4775,正常
1527,正常
853,正常
2154,正常
5032,正常
6792,正常
8109,异常
530,正常
688,正常
7767,异常
2615,正常
226,正常
4523,正常
6773,正常
991,正常
9493,异常
9841,异常
7030,异常
3217,正常
5383,正常
1944,正常
9243,异常
7027,异常
4535,正常
1790,正常
2501,正常
9515,异常
9543,异常
6777,正常
850,正常
7557,异常
8213,异常
7243,异常
7764,异常
2431,正常
4262,正常
5148,正常
5355,正常
8785,异常
788,正常
7868,异常
3863,正常
3486,正常
2770,正常
5510,正常
7121,异常
650,正常
7889,异常
1157,正常
1836,正常
2856,正常
2341,正常
4845,正常
7114,异常
9140,异常
1472,正常
584,正常
4394,正常
3971,正常
8917,异常
4879,正常
8050,异常
6412,正常
8132,异常
1515,正常
3111,正常
3397,正常
7198,异常
3321,正常
9609,异常
1547,正常
4590,正常
7351,异常
2135,正常
6495,正常
4406,正常
3828,正常
4717,正常
3291,正常
5311,正常
8776,异常
7936,异常
1258,正常
8719,异常
2260,正常
4275,正常
3328,正常
8335,异常
7442,异常
6362,正常
6718,正常
9173,异常
275,正常
7543,异常
8122,异常
1656,正常
6850,正常
2229,正常
4736,正常
5877,正常
3981,正常
8086,异常
997,正常
4154,正常
2924,正常
1611,正常
3876,正常
9727,异常
4171,正常
805,正常
7615,异常
8670,异常
9455,异常
90,正常
8545,异常
4884,正常
7358,异常
6797,正常
2484,正常
9253,异常
207,正常
942,正常
7085,异常
6794,正常
1136,正常
6239,正常
9913,异常
189,正常
3581,正常
2761,正常
9953,异常
3826,正常
7346,异常
4502,正常
616,正常
1679,正常
6758,正常
1430,正常
918,正常
2506,正常
4107,正常
7325,异常
4964,正常
7153,异常
7670,异常
7965,异常
940,正常
8053,异常
6529,正常
2155,正常
2962,正常
5668,正常
1271,正常
7651,异常
9599,异常
6114,正常
4285,正常
6742,正常
6227,正常
8923,异常
5682,正常
2588,正常
6008,正常
317,正常
6437,正常
665,正常
573,正常
802,正常
3906,正常
5804,正常
6444,正常
767,正常
68,正常
2827,正常
4435,正常
8852,异常
6048,正常
7704,异常
8373,异常
5191,正常
7820,异常
9966,异常
426,正常
1124,正常
7018,异常
119,正常
9442,异常
107,正常
2851,正常
5378,正常
4503,正常
8458,异常
5925,正常
4293,正常
7656,异常
8488,异常
5954,正常
2829,正常
7471,异常
9991,异常
3480,正常
4801,正常
6807,正常
9538,异常
1278,正常
8465,异常
1495,正常
7343,异常
5740,正常
9558,异常
3840,正常
328,正常
8997,异常
2379,正常
3958,正常
4173,正常
5914,正常
3970,正常
9998,异常
366,正常
4962,正常
2950,正常
6944,正常
8019,异常
1347,正常
3192,正常
2876,正常
8901,异常
7262,异常
7596,异常
9730,异常
7043,异常
9289,异常
769,正常
9126,异常
30,正常
3791,正常
3941,正常
1364,正常
2554,正常
5427,正常
1815,正常
1571,正常
3285,正常
975,正常
3383,正常
2951,正常
5725,正常
9080,异常
7756,异常
559,正常
7258,异常
7676,异常
1463,正常
2726,正常
4907,正常
2854,正常
2553,正常
5582,正常
7795,异常
6602,正常
1962,正常
6203,正常
9576,异常
3250,正常
4536,正常
2919,正常
2249,正常
5597,正常
9427,异常
8382,异常
4363,正常
3072,正常
8508,异常
9987,异常
955,正常
7460,异常
6201,正常
3592,正常
958,正常
8128,异常
7239,异常
3517,正常
3149,正常
2892,正常
9457,异常
3207,正常
3557,正常
490,正常
2869,正常
5910,正常
1813,正常
8068,异常
9990,异常
6818,正常
7541,异常
9945,异常
4076,正常
5861,正常
8506,异常
2738,正常
8893,异常
2115,正常
301,正常
423,正常
5313,正常
7055,异常
1514,正常
7843,异常
6528,正常
3659,正常
3462,正常
3386,正常
6963,正常
2855,正常
1854,正常
122,正常
6954,正常
250,正常
5264,正常
8137,异常
4392,正常
7040,异常
3576,正常
8500,异常
8675,异常
1280,正常
1086,正常
246,正常
3307,正常
7548,异常
9904,异常
5995,正常
5785,正常
4003,正常
7284,异常
206,正常
1732,正常
1018,正常
3805,正常
941,正常
635,正常
4317,正常
7685,异常
8624,异常
2605,正常
8030,异常
7369,异常
8993,异常
2873,正常
7472,异常
9915,异常
2058,正常
2799,正常
5846,正常
8569,异常
2582,正常
8185,异常
3808,正常
194,正常
5483,正常
5979,正常
2483,正常
1104,正常
5364,正常
9297,异常
6695,正常
9199,异常
4235,正常
3969,正常
4525,正常
7062,异常
1235,正常
659,正常
3982,正常
5717,正常
718,正常
5578,正常
179,正常
2995,正常
1388,正常
2547,正常
8111,异常
9567,异常
505,正常
3905,正常
6242,正常
2680,正常
8931,异常
7138,异常
1168,正常
355,正常
7152,异常
2693,正常
7822,异常
7917,异常
3646,正常
6656,正常
4270,正常
790,正常
5223,正常
817,正常
7582,异常
8602,异常
5509,正常
7044,异常
5168,正常
8103,异常
9521,异常
6311,正常
2339,正常
2973,正常
3389,正常
6785,正常
4341,正常
7404,异常
205,正常
6473,正常
1613,正常
4189,正常
1840,正常
1921,正常
9790,异常
5389,正常
4478,正常
6675,正常
449,正常
4127,正常
2243,正常
6916,正常
3350,正常
3006,正常
4953,正常
7228,异常
3039,正常
4666,正常
3454,正常
3162,正常
5422,正常
3631,正常
3965,正常
7054,异常
3170,正常
1494,正常
5829,正常
9846,异常
2980,正常
8710,异常
3068,正常
8462,异常
9475,异常
2216,正常
7505,异常
8120,异常
7184,异常
4854,正常
7110,异常
3210,正常
8872,异常
485,正常
4546,正常
5124,正常
3688,正常
3319,正常
5521,正常
2388,正常
8851,异常
7801,异常
8863,异常
1054,正常
7427,异常
3756,正常
3311,正常
3,正常
9523,异常
7463,异常
5598,正常
7979,异常
3306,正常
8827,异常
80,正常
9192,异常
8198,异常
4383,正常
6715,正常
5494,正常
97,正常
1237,正常
6607,正常
8716,异常
2365,正常
2407,正常
2092,正常
1572,正常
3936,正常
4303,正常
7265,异常
1256,正常
1936,正常
8696,异常
3391,正常
5662,正常
277,正常
3607,正常
4842,正常
2360,正常
4581,正常
6119,正常
1601,正常
4517,正常
5249,正常
9283,异常
3916,正常
7494,异常
8379,异常
7893,异常
1791,正常
5789,正常
2033,正常
762,正常
925,正常
6349,正常
1789,正常
6249,正常
7217,异常
9357,异常
1295,正常
8365,异常
823,正常
101,正常
7689,异常
6723,正常
8032,异常
6519,正常
8182,异常
4352,正常
5932,正常
3770,正常
9908,异常
1062,正常
6078,正常
716,正常
7068,异常
3652,正常
3647,正常
2042,正常
638,正常
2935,正常
7322,异常
3151,正常
674,正常
8201,异常
3032,正常
6951,正常
6342,正常
4745,正常
6772,正常
2931,正常
9629,异常
5338,正常
5805,正常
5713,正常
295,正常
4486,正常
8151,异常
2019,正常
9697,异常
8502,异常
5849,正常
9766,异常
2128,正常
5029,正常
870,正常
965,正常
2435,正常
8105,异常
2112,正常
8787,异常
7572,异常
2687,正常
8711,异常
4569,正常
6676,正常
8777,异常
6222,正常
6083,正常
7197,异常
6915,正常
6268,正常
9688,异常
6339,正常
7451,异常
5602,正常
1631,正常
61,正常
5475,正常
4898,正常
3204,正常
7650,异常
4165,正常
4016,正常
2730,正常
4456,正常
5167,正常
7815,异常
4971,正常
6680,正常
6006,正常
1420,正常
369,正常
6481,正常
5379,正常
6798,正常
2320,正常
1376,正常
2218,正常
1065,正常
4369,正常
4139,正常
3693,正常
6998,正常
5368,正常
2963,正常
8432,异常
2427,正常
3677,正常
3077,正常
3343,正常
2351,正常
597,正常
7702,异常
3326,正常
5871,正常
9452,异常
2102,正常
9054,异常
370,正常
9399,异常
7760,异常
8573,异常
305,正常
4714,正常
2120,正常
8503,异常
6205,正常
9045,异常
5360,正常
5815,正常
9228,异常
1092,正常
9669,异常
6768,正常
7123,异常
9732,异常
1080,正常
7765,异常
7873,异常
4598,正常
5334,正常
218,正常
8975,异常
560,正常
6667,正常
9364,异常
8214,异常
9608,异常
373,正常
1089,正常
5661,正常
8957,异常
7311,异常
9090,异常
1591,正常
567,正常
8009,异常
6423,正常
4577,正常
589,正常
4158,正常
1307,正常
1743,正常
9405,异常
9572,异常
1648,正常
5093,正常
3414,正常
3848,正常
927,正常
5595,正常
6464,正常
1234,正常
4983,正常
2029,正常
3893,正常
5813,正常
8834,异常
4118,正常
7703,异常
7194,异常
494,正常
8196,异常
8955,异常
4562,正常
3655,正常
3276,正常
3803,正常
8041,异常
9375,异常
1633,正常
1989,正常
4777,正常
1342,正常
6054,正常
5319,正常
5206,正常
2370,正常
202,正常
7978,异常
9684,异常
3218,正常
2210,正常
7157,异常
9319,异常
4082,正常
1787,正常
1550,正常
8509,异常
2088,正常
2918,正常
9820,异常
5261,正常
452,正常
6213,正常
4062,正常
654,正常
91,正常
19,正常
7614,异常
6854,正常
2305,正常
8970,异常
3105,正常
170,正常
2472,正常
5054,正常
4336,正常
3266,正常
7083,异常
8792,异常
3617,正常
1935,正常
8062,异常
4146,正常
4004,正常
5505,正常
8157,异常
7428,异常
3002,正常
5707,正常
7407,异常
3698,正常
5258,正常
9620,异常
2224,正常
6281,正常
4936,正常
1884,正常
7872,异常
8926,异常
3094,正常
1538,正常
5853,正常
2476,正常
9188,异常
9678,异常
1482,正常
315,正常
6271,正常
9115,异常
7334,异常
5603,正常
1856,正常
3097,正常
7714,异常
3596,正常
3036,正常
7737,异常
4242,正常
4881,正常
5288,正常
7324,异常
1974,正常
723,正常
6719,正常
8445,异常
9296,异常
6961,正常
5297,正常
1403,正常
6424,正常
416,正常
29,正常
3689,正常
3491,正常
8794,异常
8363,异常
4947,正常
4852,正常
7466,异常
1568,正常
3172,正常
9634,异常
1498,正常
3921,正常
8644,异常
7304,异常
2231,正常
9480,异常
361,正常
4116,正常
2179,正常
561,正常
4429,正常
2031,正常
605,正常
1332,正常
8490,异常
8389,异常
4678,正常
3771,正常
8831,异常
7057,异常
1684,正常
4859,正常
7649,异常
8733,异常
6760,正常
136,正常
9645,异常
3553,正常
407,正常
7333,异常
8353,异常
5614,正常
9533,异常
3855,正常
4200,正常
8935,异常
4205,正常
2265,正常
4520,正常
2202,正常
2611,正常
1537,正常
1231,正常
9657,异常
8480,异常
8059,异常
4499,正常
3818,正常
5231,正常
5613,正常
3618,正常
9286,异常
4278,正常
3379,正常
4106,正常
6707,正常
899,正常
8756,异常
6803,正常
4350,正常
5299,正常
8249,异常
6386,正常
374,正常
6932,正常
272,正常
7331,异常
7955,异常
5560,正常
4309,正常
6765,正常
7315,异常
7752,异常
3943,正常
9012,异常
3284,正常
431,正常
488,正常
5531,正常
2996,正常
4965,正常
707,正常
4829,正常
5636,正常
3444,正常
6446,正常
8899,异常
3750,正常
1444,正常
6136,正常
8038,异常
7715,异常
8049,异常
3114,正常
9752,异常
9433,异常
5935,正常
342,正常
5811,正常
3313,正常
691,正常
6578,正常
4662,正常
5838,正常
5735,正常
5611,正常
1674,正常
6279,正常
9919,异常
8628,异常
9695,异常
1098,正常
8706,异常
9159,异常
1193,正常
6600,正常
9453,异常
581,正常
2925,正常
7418,异常
6112,正常
8689,异常
4424,正常
7013,异常
3942,正常
8107,异常
2584,正常
3608,正常
9370,异常
4136,正常
3355,正常
1391,正常
7708,异常
4067,正常
4113,正常
9718,异常
8798,异常
9065,异常
8005,异常
5329,正常
5678,正常
615,正常
8741,异常
2906,正常
9437,异常
5842,正常
1653,正常
7899,异常
2676,正常
1423,正常
3858,正常
6632,正常
2839,正常
2180,正常
4585,正常
16,正常
979,正常
9925,异常
700,正常
7585,异常
4413,正常
1678,正常
2005,正常
2636,正常
661,正常
8381,异常
2872,正常
2463,正常
4805,正常
8054,异常
2781,正常
8066,异常
9528,异常
832,正常
721,正常
6197,正常
1914,正常
8769,异常
7906,异常
595,正常
5200,正常
3214,正常
5386,正常
3700,正常
5731,正常
9591,异常
154,正常
8115,异常
8484,异常
4098,正常
2518,正常
3163,正常
1600,正常
7514,异常
1849,正常
116,正常
9940,异常
9560,异常
5401,正常
8333,异常
3675,正常
3431,正常
9824,异常
6398,正常
3888,正常
7208,异常
980,正常
6677,正常
9280,异常
4423,正常
998,正常
601,正常
3594,正常
3740,正常
5619,正常
667,正常
4864,正常
1462,正常
3273,正常
367,正常
1197,正常
9833,异常
4851,正常
1695,正常
7383,异常
7974,异常
2838,正常
7481,异常
8927,异常
9806,异常
3639,正常
3708,正常
1118,正常
7776,异常
1323,正常
7679,异常
1604,正常
1927,正常
4010,正常
4826,正常
1637,正常
1025,正常
2469,正常
8781,异常
9738,异常
3146,正常
4060,正常
9219,异常
1723,正常
1413,正常
4283,正常
8380,异常
1814,正常
5485,正常
8561,异常
3424,正常
4490,正常
9540,异常
6230,正常
92,正常
6919,正常
8401,异常
930,正常
9330,异常
1374,正常
9136,异常
6558,正常
9208,异常
2945,正常
3643,正常
797,正常
6634,正常
8400,异常
7554,异常
3612,正常
1562,正常
7709,异常
3707,正常
6103,正常
284,正常
5538,正常
5259,正常
9424,异常
2494,正常
9120,异常
2744,正常
1035,正常
3376,正常
4676,正常
3753,正常
9184,异常
9672,异常
4457,正常
2432,正常
5215,正常
4824,正常
7996,异常
8819,异常
620,正常
9423,异常
8265,异常
8102,异常
9430,异常
8263,异常
1912,正常
5086,正常
9568,异常
1758,正常
3295,正常
1933,正常
8227,异常
9072,异常
4075,正常
4902,正常
2087,正常
5442,正常
9241,异常
3264,正常
5721,正常
2796,正常
6620,正常
8868,异常
7814,异常
7568,异常
8035,异常
7176,异常
4539,正常
8823,异常
7881,异常
2842,正常
9395,异常
7662,异常
8466,异常
2607,正常
3282,正常
6211,正常
8077,异常
9490,异常
1073,正常
669,正常
1995,正常
4727,正常
9300,异常
9881,异常
4247,正常
8259,异常
461,正常
7660,异常
9921,异常
1042,正常
9666,异常
4305,正常
571,正常
5691,正常
677,正常
233,正常
278,正常
9354,异常
9828,异常
3122,正常
2108,正常
1177,正常
9767,异常
3717,正常
631,正常
9317,异常
5224,正常
4121,正常
4505,正常
9665,异常
5244,正常
7624,异常
427,正常
7783,异常
2658,正常
2205,正常
489,正常
682,正常
8081,异常
6139,正常
3938,正常
8390,异常
9633,异常
4993,正常
9842,异常
5697,正常
3031,正常
3396,正常
4427,正常
6337,正常
285,正常
4403,正常
7546,异常
1673,正常
7904,异常
9588,异常
6515,正常
886,正常
3710,正常
2599,正常
4990,正常
9315,异常
1670,正常
3810,正常
4626,正常
4761,正常
1525,正常
5856,正常
1564,正常
3463,正常
5405,正常
5923,正常
1657,正常
5594,正常
3198,正常
5802,正常
4721,正常
3333,正常
6092,正常
8663,异常
3676,正常
2152,正常
7871,异常
111,正常
8156,异常
5318,正常
4215,正常
5121,正常
3718,正常
4378,正常
7594,异常
7020,异常
8284,异常
6260,正常
4637,正常
4980,正常
7470,异常
7867,异常
2065,正常
8821,异常
2159,正常
7126,异常
8774,异常
7091,异常
2006,正常
4056,正常
1826,正常
8336,异常
3749,正常
3597,正常
7336,异常
9380,异常
6999,正常
5164,正常
8941,异常
1056,正常
3957,正常
7513,异常
1781,正常
8003,异常
3769,正常
7254,异常
4920,正常
6962,正常
2983,正常
8072,异常
540,正常
3636,正常
4705,正常
6188,正常
2917,正常
9950,异常
6428,正常
8011,异常
9937,异常
9830,异常
1924,正常
5172,正常
6394,正常
3143,正常
7825,异常
5934,正常
5048,正常
1034,正常
5579,正常
9574,异常
8078,异常
9360,异常
7475,异常
4384,正常
5939,正常
7002,异常
7142,异常
9223,异常
4529,正常
3516,正常
892,正常
4969,正常
5633,正常
7629,异常
7652,异常
6889,正常
8974,异常
8426,异常
234,正常
5600,正常
475,正常
9259,异常
9765,异常
1874,正常
1125,正常
2810,正常
219,正常
1317,正常
6759,正常
8954,异常
7155,异常
6594,正常
2013,正常
8854,异常
4865,正常
8442,异常
509,正常
523,正常
8778,异常
929,正常
7857,异常
4382,正常
3989,正常
8587,异常
8940,异常
2662,正常
276,正常
8857,异常
7550,异常
8471,异常
72,正常
7574,异常
8273,异常
2190,正常
7556,异常
4263,正常
3744,正常
2969,正常
198,正常
5859,正常
4837,正常
5964,正常
9309,异常
8914,异常
9256,异常
4311,正常
6043,正常
4233,正常
7532,异常
1043,正常
4729,正常
668,正常
5277,正常
5952,正常
268,正常
7164,异常
6021,正常
9358,异常
5551,正常
5208,正常
6900,正常
9469,异常
230,正常
3798,正常
4573,正常
5407,正常
1885,正常
3054,正常
3184,正常
7456,异常
8645,异常
3506,正常
6283,正常
3309,正常
8060,异常
6047,正常
2953,正常
4024,正常
5586,正常
1638,正常
4583,正常
7271,异常
7746,异常
7788,异常
4994,正常
7327,异常
3954,正常
4387,正常
9793,异常
8464,异常
4065,正常
5576,正常
5566,正常
183,正常
2385,正常
2381,正常
9009,异常
6605,正常
5173,正常
1557,正常
4008,正常
6071,正常
8106,异常
9652,异常
3593,正常
6333,正常
5462,正常
3702,正常
1051,正常
3857,正常
58,正常
6563,正常
2359,正常
6476,正常
5010,正常
2890,正常
5410,正常
2556,正常
4747,正常
7108,异常
6328,正常
7663,异常
6880,正常
3940,正常
1229,正常
756,正常
8371,异常
5777,正常
1320,正常
7012,异常
3873,正常
3197,正常
2131,正常
3645,正常
5245,正常
6026,正常
6385,正常
3757,正常
2358,正常
7236,异常
910,正常
9372,异常
1917,正常
9506,异常
7922,异常
2015,正常
7204,异常
2893,正常
6449,正常
6847,正常
2813,正常
5688,正常
5629,正常
4643,正常
3748,正常
3835,正常
7060,异常
5199,正常
1355,正常
2723,正常
9999,异常
8207,异常
9247,异常
2959,正常
7168,异常
9057,异常
4948,正常
1434,正常
2543,正常
453,正常
3317,正常
542,正常
4246,正常
7252,异常
4209,正常
6160,正常
7051,异常
4115,正常
7799,异常
839,正常
2865,正常
2824,正常
6669,正常
7763,异常
1549,正常
7567,异常
6930,正常
7619,异常
6771,正常
7081,异常
3908,正常
5555,正常
562,正常
3929,正常
897,正常
2764,正常
3421,正常
814,正常
2528,正常
3412,正常
9428,异常
4318,正常
1725,正常
3188,正常
5133,正常
2958,正常
5443,正常
1698,正常
5874,正常
6904,正常
7337,异常
2176,正常
4050,正常
9044,异常
2559,正常
1533,正常
5420,正常
9231,异常
51,正常
545,正常
1832,正常
7122,异常
5807,正常
1971,正常
758,正常
4178,正常
3903,正常
3009,正常
2617,正常
7506,异常
7898,异常
2809,正常
4800,正常
1009,正常
6912,正常
8221,异常
9896,异常
9664,异常
6514,正常
6805,正常
5348,正常
7058,异常
3682,正常
4661,正常
2874,正常
2668,正常
8726,异常
4575,正常
883,正常
6335,正常
5339,正常
8744,异常
1961,正常
9273,异常
2834,正常
977,正常
7564,异常
1110,正常
6539,正常
7929,异常
7573,异常
2294,正常
7941,异常
9617,异常
9085,异常
9960,异常
8075,异常
6334,正常
8612,异常
7183,异常
1777,正常
9170,异常
8766,异常
838,正常
2212,正常
2860,正常
1079,正常
2661,正常
348,正常
9274,异常
1942,正常
4261,正常
4011,正常
3736,正常
7526,异常
8014,异常
4197,正常
3836,正常
9760,异常
6417,正常
8235,异常
3907,正常
4582,正常
9852,异常
3685,正常
5850,正常
6627,正常
3847,正常
6079,正常
6572,正常
7942,异常
6102,正常
4932,正常
8869,异常
1513,正常
7696,异常
9500,异常
3967,正常
2459,正常
2990,正常
8142,异常
6014,正常
8117,异常
4605,正常
7134,异常
7631,异常
462,正常
3545,正常
9970,异常
4917,正常
365,正常
9942,异常
6673,正常
2353,正常
8210,异常
9935,异常
9564,异常
1302,正常
209,正常
2157,正常
1937,正常
8932,异常
6894,正常
8262,异常
35,正常
7654,异常
2424,正常
6345,正常
520,正常
5787,正常
7924,异常
5240,正常
5971,正常
6314,正常
6938,正常
5523,正常
6815,正常
6629,正常
1941,正常
4638,正常
4307,正常
8882,异常
2208,正常
5947,正常
6516,正常
1842,正常
3694,正常
9526,异常
9680,异常
5502,正常
2020,正常
8243,异常
9037,异常
491,正常
2940,正常
9734,异常
4354,正常
6324,正常
3468,正常
1901,正常
4169,正常
1021,正常
6784,正常
4216,正常
9171,异常
3849,正常
5458,正常
3704,正常
1737,正常
5142,正常
576,正常
9549,异常
741,正常
6937,正常
9709,异常
844,正常
4833,正常
8942,异常
3055,正常
5547,正常
8126,异常
169,正常
8104,异常
3274,正常
5907,正常
531,正常
8439,异常
5992,正常
3479,正常
1592,正常
4153,正常
9534,异常
577,正常
6511,正常
7031,异常
5153,正常
6320,正常
5275,正常
9351,异常
3361,正常
222,正常
5013,正常
1288,正常
5499,正常
360,正常
683,正常
3503,正常
5832,正常
7762,异常
3348,正常
4658,正常
9914,异常
1824,正常
9594,异常
2519,正常
3260,正常
7698,异常
6454,正常
6875,正常
7211,异常
2121,正常
375,正常
4793,正常
7224,异常
6564,正常
8876,异常
2516,正常
4410,正常
2325,正常
9769,异常
5625,正常
7484,异常
1894,正常
1151,正常
1232,正常
6004,正常
2475,正常
2688,正常
1999,正常
4023,正常
6127,正常
2467,正常
4364,正常
9132,异常
4009,正常
7587,异常
5905,正常
6440,正常
4708,正常
6032,正常
8795,异常
8960,异常
9019,异常
8864,异常
7926,异常
42,正常
2502,正常
8590,异常
771,正常
3011,正常
6190,正常
4659,正常
5216,正常
1255,正常
9324,异常
8286,异常
8504,异常
1792,正常
7648,异常
8847,异常
4201,正常
3869,正常
8326,异常
3409,正常
9268,异常
6185,正常
881,正常
2174,正常
4141,正常
3809,正常
9832,异常
8165,异常
9802,异常
66,正常
4355,正常
4960,正常
7919,异常
9079,异常
2143,正常
3745,正常
9792,异常
7784,异常
8894,异常
8042,异常
1876,正常
50,正常
3761,正常
727,正常
7665,异常
1109,正常
3742,正常
9927,异常
6790,正常
6826,正常
6018,正常
7734,异常
8791,异常
5722,正常
6134,正常
2549,正常
9403,异常
6873,正常
9440,异常
3340,正常
1133,正常
6133,正常
3005,正常
4552,正常
9726,异常
7149,异常
7052,异常
4402,正常
3240,正常
1785,正常
1512,正常
3630,正常
7335,异常
6849,正常
2986,正常
1518,正常
1357,正常
7998,异常
4493,正常
7551,异常
9251,异常
5704,正常
5609,正常
2867,正常
2158,正常
856,正常
8443,异常
1087,正常
2785,正常
9912,异常
6245,正常
6377,正常
2232,正常
2608,正常
3760,正常
4414,正常
7510,异常
7019,异常
3829,正常
341,正常
5927,正常
4698,正常
1800,正常
4500,正常
1476,正常
5399,正常
621,正常
9327,异常
1223,正常
2097,正常
5094,正常
2800,正常
1142,正常
9898,异常
6149,正常
5972,正常
9865,异常
6671,正常
532,正常
142,正常
8429,异常
143,正常
5357,正常
1747,正常
3800,正常
4020,正常
7606,异常
3452,正常
645,正常
8605,异常
4891,正常
9613,异常
4876,正常
8905,异常
2957,正常
8679,异常
2333,正常
3678,正常
1883,正常
4540,正常
1793,正常
4928,正常
6488,正常
6533,正常
2448,正常
7946,异常
2909,正常
680,正常
3329,正常
6061,正常
9134,异常
